scientific name,common names,hymenium type,cap shape,gill type,stipe type,spore color,ecological type,edible,URL
bovista plumbea,"tumbling puffball,tumbleball,paltry puffball",glebal,none,none,none,brown,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Bovista_plumbea
fomitopsis quercina,"thick-walled maze polypore,maze-gill fungus,oak-loving maze polypore,oak mazegill",pores,none,decurrent,none,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Fomitopsis_quercina
amanita chrysoblema yellow-orange variant,none,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,"poisonous, psychoactive",https://en.wikipedia.org/wiki/Amanita_muscaria_var._guessowii
amanita persicina,peach-colored fly agaric,gills,"flat, convex",free,"ring,volva",white,mycorrhizal,"poisonous, psychoactive",https://en.wikipedia.org/wiki/Amanita_persicina
xerocomus subtomentosus,"suede bolete,brown and yellow bolete,boring brown bolete,yellow-cracked bolete",pores,convex,seceding,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Xerocomus_subtomentosus
psilocybe plutonia,none,gills,umbonate,adnexed,bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_plutonia
mythicomyces corneipes,mythicomyces,gills,"conical, convex","adnate, adnexed",bare,purple-brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mythicomyces
crepidotus versutus,evasive agaric,gills,convex,none,none,reddish-brown,saprotrophic,allergenic,https://en.wikipedia.org/wiki/Crepidotus_versutus
geastrum fornicatum,"acrobatic earthstar,arched earthstar",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_fornicatum
lactifluus volemus,"lactarius volemus,weeping milk cap,bradley",gills,convex,"adnate, decurrent",bare,white,mycorrhizal,choice,https://en.wikipedia.org/wiki/Lactifluus_volemus
gomphus clavatus,"pig's ears,violet chanterelle",ridges,infundibuliform,decurrent,bare,yellow,mycorrhizal,"edible, allergic",https://en.wikipedia.org/wiki/Gomphus_clavatus
ileodictyon cibarium,"basket fungus,white basket fungus",glebal,none,none,none,olive-brown,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Ileodictyon_cibarium
lactarius glyciosmus,coconut scented milk cap,gills,convex,decurrent,bare,cream,mycorrhizal,edible,https://en.wikipedia.org/wiki/Lactarius_glyciosmus
baeospora myosura,conifercone cap,gills,convex,adnexed,bare,"white, cream",saprotrophic,unknown,https://en.wikipedia.org/wiki/Baeospora_myosura
tricholoma ustaloides,none,gills,convex,"adnexed, adnate",bare,white,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Tricholoma_ustaloides
cortinarius mucosus,"orange webcap,slimy cortinarius",gills,conical,adnexed,cortina,ochre,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Cortinarius_mucosus
leucocoprinus cepistipes,onion-stalk parasol,gills,"convex, umbonate",free,ring,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Leucocoprinus_cepistipes
lactarius tabidus,"lactarius theiogalus,lactarius chrysorheus,lactarius hepaticus,birch milkcap",gills,convex,decurrent,bare,cream,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Lactarius_tabidus
lactarius vietus,grey milkcap,gills,"convex, infundibuliform","decurrent, adnate",bare,"white, yellow",mycorrhizal,"inedible, edible",https://en.wikipedia.org/wiki/Lactarius_vietus
lysurus periphragmoides,"stalked lattice stinkhorn,chambered stinkhorn",smooth,flat,none,volva,olive-brown,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Lysurus_periphragmoides
cyathus stercoreus,"dung-loving bird's nest,dung bird's nest",glebal,none,none,none,"blackish-brown, black",saprotrophic,inedible,https://en.wikipedia.org/wiki/Cyathus_stercoreus
phlegmacium triumphans,"birch webcap,yellow girdled webcap",gills,convex,adnate,ring,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Phlegmacium_triumphans
lactarius pallidus,pale milkcap,gills,"convex, depressed",decurrent,bare,ochre,mycorrhizal,edible,https://en.wikipedia.org/wiki/Lactarius_pallidus
cortinarius rotundisporus,elegant blue webcap,gills,convex,adnate,bare,reddish-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Cortinarius_rotundisporus
lactarius quietus,"oak milkcap,oakbug milkcap,southern milkcap",gills,"convex, flat",decurrent,bare,cream,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Lactarius_quietus
neofavolus alveolaris,hexagonal-pored polypore,pores,offset,decurrent,bare,white,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Neofavolus_alveolaris
inocybe lacera,torn fibrecap,gills,"convex, umbonate",adnexed,bare,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Inocybe_lacera
tricholoma terreum,"grey knight,dirty tricholoma",gills,"convex, flat",adnexed,bare,"white, cream",mycorrhizal,edible,https://en.wikipedia.org/wiki/Tricholoma_terreum
ampulloclitocybe clavipes,"club-foot,club-footed clitocybe",gills,"convex, depressed",decurrent,bare,white,"saprotrophic, mycorrhizal","edible, not recommended",https://en.wikipedia.org/wiki/Ampulloclitocybe_clavipes
cortinarius violaceus,"violet webcap,violet cort",gills,convex,adnate,bare,reddish-brown,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Cortinarius_violaceus
agaricus semotus,none,gills,"convex, flat",free,ring,brown,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Agaricus_semotus
psilocybe naematoliformis,none,gills,"umbonate, campanulate","adnate, sinuate",bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_naematoliformis
coprinopsis lagopus,harefoot mushroom,gills,ovate,free,bare,black,saprotrophic,unknown,https://en.wikipedia.org/wiki/Coprinopsis_lagopus
bovista nigrescens,"brown puffball,black bovist",glebal,none,none,none,brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Bovista_nigrescens
agaricus lilaceps,"cypress agaricus,giant cypress agaricus",gills,"flat, depressed",free,bare,blackish-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Agaricus_lilaceps
agaricus placomyces,none,gills,"convex, flat",free,ring,blackish-brown,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Agaricus_placomyces
verpa bohemica,"early morel,wrinkled thimble-cap",smooth,convex,none,bare,yellow,saprotrophic,"edible, not recommended",https://en.wikipedia.org/wiki/Verpa_bohemica
conocybe rickenii,none,gills,conical,adnate,bare,brown,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Conocybe_rickenii
battarrea phalloides,"scaley-stalked puffball,sandy stiltball,desert stalked puffball",glebal,conical,none,volva,ochre,saprotrophic,inedible,https://en.wikipedia.org/wiki/Battarrea_phalloides
handkea utriformis,mosaic puffball,glebal,none,none,none,brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Handkea_utriformis
pseudocolus fusiformis,stinky squid,glebal,none,none,none,olive-brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Pseudocolus_fusiformis
panus conchatus,"lilac oysterling,smooth panus,conch panus",gills,"convex, flat",decurrent,bare,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Panus_conchatus
caloscypha fulgens,"caloscypha,snowbank orange peel fungus,spring orange peel fungus,golden cup,dazzling cup",glebal,none,none,none,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Caloscypha
hygrocybe virescens,lime-green waxy cap,gills,flat,adnexed,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Hygrocybe_virescens
clathrus columnatus,column stinkhorn,glebal,none,none,none,olive-brown,saprotrophic,"not recommended, unknown",https://en.wikipedia.org/wiki/Clathrus_columnatus
cyptotrama asprata,"golden-scruffy collybia,spiny woodknight",gills,convex,"adnate, decurrent","ring, bare",white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Cyptotrama_asprata
geastrum saccatum,"sessile earthstar,rounded earthstar,star of the land",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_saccatum
ischnoderma resinosum,"late fall polypore,resinous polypore,benzoin bracket",pores,none,none,none,white,saprotrophic,"edible, too hard to eat",https://en.wikipedia.org/wiki/Ischnoderma_resinosum
hebeloma gigaspermum,none,gills,convex,emarginate,bare,brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Hebeloma_gigaspermum
hebeloma mesophaeum,veiled hebeloma,gills,"convex, umbonate","adnate, sinuate","bare, cortina",brown,mycorrhizal,"edible, poisonous",https://en.wikipedia.org/wiki/Hebeloma_mesophaeum
hebeloma sinapizans,"scaly-stalked heboloma,rough-stalked hebeloma,bitter poisonpie",gills,convex,adnexed,none,brown,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Hebeloma_sinapizans
coprinellus domesticus,"domestic inky cap,firerug inkcap",gills,"ovate, campanulate","adnexed, free","bare, ring",black,saprotrophic,unknown,https://en.wikipedia.org/wiki/Coprinellus_domesticus
coprinellus disseminatus,"coprinus disseminatus,fairy inkcap,fairy bonnet,trooping crumble cap",gills,convex,adnate,bare,black,saprotrophic,edible,https://en.wikipedia.org/wiki/Coprinellus_disseminatus
coprinellus micaceus,"mica cap,glistening inky cap,shiny cap",gills,"conical, campanulate",adnexed,bare,black,saprotrophic,edible,https://en.wikipedia.org/wiki/Coprinellus_micaceus
armillaria gallica,none,gills,convex,adnate,ring,white,"saprotrophic, parasitic",edible,https://en.wikipedia.org/wiki/Armillaria_gallica
aspropaxillus giganteus,"leucopaxillus giganteus,giant leucopax,giant clitocybe,giant funnel",gills,"infundibuliform, flat",decurrent,bare,white,saprotrophic,"edible, not recommended",https://en.wikipedia.org/wiki/Aspropaxillus_giganteus
mycena haematopus,"bleeding fairy helmet,burgundydrop bonnet,bleeding mycena",gills,"conical, campanulate",adnate,bare,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Mycena_haematopus
laccaria amethystina,"amethyst deceiver,amethyst laccaria",gills,"convex, depressed","adnate, decurrent",bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Laccaria_amethystina
gautieria monticola,none,glebal,none,none,none,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Gautieria_monticola
helvella elastica,"flexible helvella,elastic saddle,brown elfin saddle",smooth,convex,none,bare,white,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Helvella_elastica
exidia glandulosa,"witch's butter,black witches' butter,black jelly roll,warty jelly fungus",smooth,none,none,none,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Exidia_glandulosa
mycena interrupta,pixie's parasol,gills,"convex, depressed",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_interrupta
pleurotus pulmonarius,"indian oyster,italian oyster,phoenix mushroom,lung oyster",gills,"offset, convex",decurrent,bare,white,saprotrophic,choice,https://en.wikipedia.org/wiki/Pleurotus_pulmonarius
geastrum australe,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_australe
geastrum campestre,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_campestre
geastrum corollinum,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_corollinum
geastrum coronatum,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_coronatum
geastrum elegans,none,glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_elegans
geastrum fimbriatum,"fringed earthstar,sessile earthstar",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_fimbriatum
geastrum pectinatum,"beaked earthstar,beret earthstar",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_pectinatum
rhodotus palmatus,"rhodotus,netted rhodotus,rosy veincap,wrinkled peach",gills,convex,adnate,bare,"white, pink",saprotrophic,unknown,https://en.wikipedia.org/wiki/Rhodotus
bothia castanella,bothia,pores,"convex, flat",decurrent,bare,yellow-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Bothia
leucopaxillus albissimus,large white leucopaxillus,gills,"convex, flat",decurrent,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Leucopaxillus_albissimus
phylloporus rhodoxanthus,gilled bolete,gills,"convex, flat","adnate, decurrent",bare,"brown, yellow",mycorrhizal,edible,https://en.wikipedia.org/wiki/Phylloporus_rhodoxanthus
astraeus hygrometricus,"hygroscopic earthstar,barometer earthstar,false earthstar",glebal,none,none,none,brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Astraeus_hygrometricus
boletus rex-veris,spring king bolete,pores,convex,adnexed,bare,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Boletus_rex-veris
bovista aestivalis,none,glebal,none,none,none,yellow-brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Bovista_aestivalis
polyozellus,"blue chanterelle,clustered blue chanterelle,bluefan,black chanterelle",ridges,infundibuliform,none,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Polyozellus
polyozellus multiplex,"blue chanterelle,purple chanterelle,black chanterelle",ridges,infundibuliform,none,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Polyozellus_multiplex
agaricus arorae,none,gills,"convex, flat",free,ring,brown,saprotrophic,unknown,https://en.wikipedia.org/wiki/Agaricus_arorae
grifola frondosa,"hen-of-the-woods,maitake,ram's head,sheep's head",pores,offset,decurrent,bare,white,parasitic,choice,https://en.wikipedia.org/wiki/Grifola_frondosa
agaricus albolutescens,amber-staining agaricus,gills,"convex, flat",free,ring,brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Agaricus_albolutescens
geastrum triplex,"collared earthstar,saucered earthstar,triple earthstar",glebal,none,none,none,brown,saprotrophic,inedible,https://en.wikipedia.org/wiki/Geastrum_triplex
calvatia sculpta,"sculpted puffball,sculptured puffball,pyramid puffball,sierran puffball",glebal,none,none,none,brown,mycorrhizal,"edible, inedible",https://en.wikipedia.org/wiki/Calvatia_sculpta
amanita flavoconia,"yellow patches,yellow wart,orange amanita,yellow-dust amanita,american yellow dust amanita",gills,flat,free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_flavoconia
exsudoporus frostii,"boletus frostii,frost's bolete,apple bolete",pores,"convex, flat",adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Exsudoporus_frostii
amanita vaginata,"grisette,grisette amanita",gills,umbonate,free,volva,white,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Amanita_vaginata
gymnopilus aurantiophyllus,none,gills,convex,"adnexed, adnate",cortina,brown,saprotrophic,unpalatable,https://en.wikipedia.org/wiki/Gymnopilus_aurantiophyllus
gymnopilus dilepis,none,gills,"convex, depressed","adnate, decurrent","bare, ring",ochre,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Gymnopilus_dilepis
agaricus perobscurus,princess,gills,flat,free,ring,brown,saprotrophic,choice,https://en.wikipedia.org/wiki/Agaricus_perobscurus
calvatia bovista,none,glebal,none,none,none,"white, olive-brown",saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Calvatia_bovista
calvatia cyathiformis,purple-spored puffball,glebal,none,none,none,"purple, purple-brown",saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Calvatia_cyathiformis
agaricus dulcidulus,rosy wood mushroom,gills,"convex, flat",free,ring,brown,saprotrophic,edible,https://en.wikipedia.org/wiki/Agaricus_dulcidulus
amanita abrupta,"american abrupt-bulbed amanita,american abrupt-bulbed lepidella",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Amanita_abrupta
lepiota helveola,none,gills,"convex, flat",free,ring,white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Lepiota_helveola
lepiota castanea,"chestnut dapperling,petite parasol",gills,"campanulate, conical",adnexed,ring,white,saprotrophic,deadly,https://en.wikipedia.org/wiki/Lepiota_castanea
lactarius indigo,"indigo milk cap,indigo milky,indigo lactarius,blue lactarius,blue milk mushroom",gills,depressed,"adnate, decurrent",bare,yellow,mycorrhizal,edible,https://en.wikipedia.org/wiki/Lactarius_indigo
galerina sulciceps,none,gills,"convex, flat",adnate,"ring, bare","yellow-orange, brown",saprotrophic,deadly,https://en.wikipedia.org/wiki/Galerina_sulciceps
albatrellus ovinus,sheep polypore,pores,"convex, flat",decurrent,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Albatrellus_ovinus
butyriboletus appendiculatus,butter bolete,pores,convex,adnate,bare,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Butyriboletus_appendiculatus
mycena galericulata,"common bonnet,toque mycena,common mycena,rosy-gill fairy helmet",gills,conical,"adnexed, sinuate",bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_galericulata
calbovista,"sculptured puffball,sculptured giant puffball,warted giant puffball",glebal,none,none,none,blackish-brown,saprotrophic,"edible, inedible",https://en.wikipedia.org/wiki/Calbovista
mycenastrum,none,glebal,none,none,none,"white, purple-brown",saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycenastrum
phaeolepiota aurea,"phaeolepiota,alaskan gold,alaska gold,golden bootleg,golden cap",gills,"flat, convex",free,ring,reddish-brown,mycorrhizal,not recommended,https://en.wikipedia.org/wiki/Phaeolepiota
aureoboletus mirabilis,"admirable bolete,bragger's bolete,velvet top",pores,convex,adnate,bare,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Aureoboletus_mirabilis
leccinum manzanitae,manzanita bolete,pores,convex,adnate,bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Leccinum_manzanitae
xerocomellus zelleri,zeller's bolete,pores,"convex, flat",adnate,bare,olive-brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Xerocomellus_zelleri
suillus americanus,"chicken fat mushroom,american suillus",pores,"convex, flat","adnate, decurrent",bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_americanus
suillus brevipes,"stubby-stalk,short-stemmed slippery jack",pores,"convex, flat","adnate, decurrent",bare,brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Suillus_brevipes
suillus lakei,"matte jack,lake's bolete,western painted suillus",pores,"convex, flat","adnate, decurrent",ring,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_lakei
mycena acicula,"orange bonnet,coral spring mycena",gills,"conical, campanulate",adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_acicula
atheniella adonis,scarlet bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Atheniella_adonis
mycena rosea,rosy bonnet,gills,conical,adnate,bare,white,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Mycena_rosea
mycena adscendens,frosty bonnet,gills,conical,"free, adnexed",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_adscendens
mycena urania,violet bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_urania
mycena aetites,drab bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_aetites
mycena cinerella,mealy bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_cinerella
atheniella flavoalba,ivory bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Atheniella_flavoalba
mycena rosella,pink bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_rosella
mycena inclinata,"clustered bonnet,oak-stump bonnet cap",gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_inclinata
mycena leptocephala,nitrous bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_leptocephala
mycena olida,rancid bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_olida
mycena polygramma,grooved bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_polygramma
mycena vitilis,snapping bonnet,gills,conical,adnate,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Mycena_vitilis
mycena sanguinolenta,"bleeding bonnet,smaller bleeding mycena,terrestrial bleeding mycena",gills,"conical, convex",adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_sanguinolenta
mycena pura,"lilac mycena,lilac bonnet",gills,flat,adnexed,bare,white,saprotrophic,poisonous,https://en.wikipedia.org/wiki/Mycena_pura
mycena renati,beautiful bonnet,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_renati
faerberia,firesite funnel,gills,umbilicate,decurrent,bare,white,saprotrophic,edible,https://en.wikipedia.org/wiki/Faerberia
suillus spraguei,"painted slipperycap,painted suillus,red and yellow suillus",pores,convex,decurrent,ring,olive-brown,mycorrhizal,choice,https://en.wikipedia.org/wiki/Suillus_spraguei
leucopholiota decorosa,decorated pholiota,gills,"conical, flat",adnexed,ring,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Leucopholiota_decorosa
cantharellus lateritius,smooth chanterelle,ridges,infundibuliform,decurrent,bare,"cream, salmon",mycorrhizal,choice,https://en.wikipedia.org/wiki/Cantharellus_lateritius
marasmius elegans,velvet parachute,gills,convex,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Marasmius_elegans
pholiota malicola,forgettable pholiota,gills,"convex, umbonate",adnexed,"bare, ring",brown,saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Pholiota_malicola
mycena nargan,nargan's bonnet,gills,conical,adnate,bare,"white, cream",saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_nargan
mycena vinacea,none,gills,conical,adnate,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_vinacea
disciotis venosa,"bleach cup,veiny cup fungus,cup morel",smooth,infundibuliform,none,bare,"cream, yellow",saprotrophic,"edible, choice",https://en.wikipedia.org/wiki/Disciotis_venosa
clitocybe glacialis,none,gills,convex,"adnate, adnexed",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Clitocybe_glacialis
mycena overholtsii,"snowbank fairy helmet,fuzzy foot",gills,convex,"adnate, adnexed",bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Mycena_overholtsii
plectania nannfeldtii,"nannfeldt's plectania,black felt cup,black snowbank cup fungus",smooth,none,none,bare,white,saprotrophic,unknown,https://en.wikipedia.org/wiki/Plectania_nannfeldtii
pleurotus nebrodensis,none,gills,"depressed, offset",decurrent,bare,white,saprotrophic,choice,https://en.wikipedia.org/wiki/Pleurotus_nebrodensis
russula albonigra,"blackening russula,brittlegills",gills,"convex, infundibuliform",decurrent,bare,white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Russula_albonigra
suillellus amygdalinus,boletus amygdalinus,pores,convex,adnate,bare,olive-brown,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Suillellus_amygdalinus
amanita daucipes,"carrot-footed lepidella,carrot-foot amanita,turnip-foot amanita",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_daucipes
amanita onusta,"loaded lepidella,gunpowder lepidella,gunpowder amanita",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_onusta
pholiota flammans,"yellow pholiota,flaming pholiota,flame scalecap",gills,convex,adnate,ring,"brown, reddish-brown",saprotrophic,unknown,https://en.wikipedia.org/wiki/Pholiota_flammans
agrocybe pediades,"common fieldcap,common agrocybe",gills,convex,none,bare,brown,saprotrophic,"edible, not recommended",https://en.wikipedia.org/wiki/Agrocybe_pediades
amanita bisporigera,"eastern destroying angel amanita,eastern north american destroying angel,destroying angel",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,deadly,https://en.wikipedia.org/wiki/Amanita_bisporigera
boletus regineus,queen bolete,pores,convex,adnate,bare,olive,mycorrhizal,choice,https://en.wikipedia.org/wiki/Boletus_regineus
flammulina velutipes,"velvet foot,wild enoki,velvet stem,velvet shank",gills,convex,adnate,bare,white,saprotrophic,choice,https://en.wikipedia.org/wiki/Flammulina_velutipes
suillus bellinii,champagne bolete,pores,"convex, flat","adnate, decurrent",bare,brown,mycorrhizal,edible,https://en.wikipedia.org/wiki/Suillus_bellinii
hygrophorus agathosmus,"gray almond waxy cap,almond woodwax",gills,"convex, flat",adnate,bare,white,mycorrhizal,edible,https://en.wikipedia.org/wiki/Hygrophorus_agathosmus
ganoderma multipileum,"lingzhi,chizhi",pores,offset,none,bare,brown,"saprotrophic, parasitic",edible,https://en.wikipedia.org/wiki/Ganoderma_multipileum
cystodermella cinnabarina,"cystoderma cinnabarinum,cystoderma terreyi",gills,"convex, flat","emarginate, adnate",ring,white,saprotrophic,not recommended,https://en.wikipedia.org/wiki/Cystodermella_cinnabarina
tricholoma saponaceum,"soap-scented toadstool,soapy tricholoma,soapy knight,soap tricholoma",gills,convex,adnexed,bare,white,mycorrhizal,poisonous,https://en.wikipedia.org/wiki/Tricholoma_saponaceum
caloboletus rubripes,"red-stipe bolete,red-stemmed bitter bolete",pores,convex,adnate,bare,olive-brown,mycorrhizal,inedible,https://en.wikipedia.org/wiki/Caloboletus_rubripes
amanita aestivalis,white american star-footed amanita,gills,"convex, flat",free,"ring,volva",white,mycorrhizal,unknown,https://en.wikipedia.org/wiki/Amanita_aestivalis
panellus stipticus,"bitter oyster,astringent panus,luminescent panellus,stiptic fungus",gills,"convex, offset",free,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Panellus_stipticus
amanita regalis,"royal fly agaric,king of sweden amanita",gills,"convex, flat",free,"ring,volva",white,mycorrhizal,"poisonous, psychoactive",https://en.wikipedia.org/wiki/Amanita_regalis
marasmius rotula,"pinwheel mushroom,pinwheel marasmius,little wheel,collared parachute,horse hair fungus",gills,convex,free,bare,white,saprotrophic,inedible,https://en.wikipedia.org/wiki/Marasmius_rotula
tylopilus plumbeoviolaceus,violet-grey bolete,pores,convex,adnate,bare,"buff, pink",mycorrhizal,inedible,https://en.wikipedia.org/wiki/Tylopilus_plumbeoviolaceus
agaricus deserticola,gasteroid agaricus,gills,convex,free,"ring, bare",purple-black,saprotrophic,unknown,https://en.wikipedia.org/wiki/Agaricus_deserticola
clavariadelphus truncatus,"truncate club coral,truncated club,club coral",smooth,none,none,bare,ochre,mycorrhizal,"edible, choice",https://en.wikipedia.org/wiki/Clavariadelphus_truncatus
xeromphalina campanella,"golden trumpet,bell omphalina",gills,"convex, depressed",decurrent,bare,white,saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Xeromphalina_campanella
panaeolus microsporus,none,gills,convex,adnexed,bare,black,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Panaeolus_microsporus
psilocybe aztecorum,none,gills,"convex, campanulate","adnate, adnexed",bare,purple,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_aztecorum
psilocybe hispanica,none,gills,"conical, convex",adnate,bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_hispanica
psilocybe hoogshagenii,none,gills,"conical, convex","adnate, adnexed",bare,purple-brown,saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_hoogshagenii
crepidotus mollis,"peeling oysterling,soft slipper,jelly crep,flabby crepidotus",gills,"convex, flat",none,none,"brown, yellow-brown",saprotrophic,"unknown, inedible",https://en.wikipedia.org/wiki/Crepidotus_mollis
psilocybe serbica,none,gills,"convex, conical","adnate, adnexed",cortina,"blackish-brown, purple",saprotrophic,psychoactive,https://en.wikipedia.org/wiki/Psilocybe_serbica
